text,label
İnsanların diğer insanlardan kendilerini üstün hissedip onlara kötü davrandıkları zaman onların bunu nasıl yaptıklarına şaşkınlık duyuyorum. ,surprise
sınavlarda yüksek puan aldığımda veya önemli sınavlardan hiç yanlış yapmayarak çıktığımda mutlu hissederim. ,joy
köpekler beni kovaladığında çok korkarım. ,fear
birisi aileme veya bana hakaret ettiğinde öfkelenirim. ,anger
ailemden birine bir şey olduğunda üzülürüm. ,sadness
tuvaletlerin kirli olmasından tiksinirim. ,disgust
beklemediğim biriyle karşılaştığımda şaşırırım. ,surprise
Yarın tarih sınavım vardı 1.5 saat çalışmıştım. Bir sınav için az bir süreydi ama kendimi yeterli hissetmiştim ve o sınava girdim 93 almıştım. Sınıfımdaki ve okulumdaki en yüksek nottu ve çok mutlu olmuştum. ,joy
Bir gün bir köpek gördüm ve eve doğru koştum köpekte arkamdan koşmaya başladı. Eve vardığımda kapı kapalıydı(apartman kapısı) bende çığlık attım. O gün çok korkmuştum. ,fear
Bir arkadaşım sınıfa girdiğimde kapıyı kapat şeklinde bir emir vermişti ve çok öfkelenmiştim. ,anger
"Bir konuya çalışıyordum çok çalışmıştım, ama okula gittiğimde o konuyu yapamadığımı gördüm ve çok üzülmüştüm. ",sadness
"Bir kere bir arkadaşım kağıda tırnağı ile dokunmuştu, sürtmüştü ve çok tiksinmiştim. ",disgust
Bir gün beklemediğim bir arkadaşım benden yüksek almıştı ve çok şaşırmıştım. ,surprise
karne günü arkadaşlarımla alsancak'a gitmiştik. O zaman kendimi çok mutlu hissetmiştim ,joy
arkadaşlarımla korku filmi izlemiştik. O akşam çok korkmuştum. Korkudan uyuyamamıştım. ,fear
tikim olduğu halde bana tik yapan bir arkadaşıma çok öfkelenmiştim. ,anger
bir keresinde sınıfımızda bir arkadaşımız istifra etmişti. O zaman biraz tiksinmiştim. ,disgust
Çok ama çok zor bir konuda güçlük çekmiştim. Sonra çalışıp anladığımda kendimi mutlu hissetmiştim. ,joy
Pikniğe gittiğimizde kaybolmuştum.O zaman çok korkmuştum. ,fear
Bir konu üstünde haklı iken haksız duruma düşmüştüm. O zaman çok öfkelenmiştim. ,anger
Çok sevdiğim arkadaşımda nedensiz yere küstüğümüzde çok üzülmüştüm. ,sadness
Yemeğin içerisinde kıl veya saç gördüm. O zamandan sonra tik haline geldi.Çok tiksinmiştim.Bundan sonra yemekleri kontrol ederek yiyorum. ,disgust
Çok yüksek beklediğim sınavda düşük almıştım.O zaman çok şaşırmıştım. ,surprise
fenerbahçe'nin şampiyon olduğu zaman mutluluktan havalara uçarım. ,joy
eve yarasa girmişti. Aniden uçunca korktum. ,fear
çok uğraştığım bir şeyi başkası bozunca sinirleniyorum. ,anger
babamın öldüğü zaman ,sadness
sokakta küfür eden birini görünce tiksiniyorum. ,disgust
sınıfta hiç ödev yapmayan bir arkadaşım vardı. Bir gün ödevini yapmıştı ve beni çok şaşırtmıştı. ,surprise
Ailem ve arkadaşlarım ile iyi geçinmek. ,joy
Şehit haberlerini aldığım zaman. ,sadness
Şehitler ve mülteciler (Suriye) ,sadness
Hamam böceğinin üstüne oturduğumu fark ettiğim zaman. Aralarında en kötüsüydü. ,disgust
Maç izlemek. Sınavdan iyi almak. ,joy
Sınavdan kötü aldığımda korkarım. ,fear
Sınavdan kötü aldığımda üzülürüm. ,sadness
Sınavda çok yüksek not beklediğim zaman düşük not almak. ,sadness
"Benim tek mutlu olduğum an fanı olduğum Norm Ender'in tekrar piyasalara dönüp, rap çalışmalarına başladığı zamandır. ",joy
Yılanlardan çok tiksinirim.Bir de denizde yüzerken ayağıma yosun değmesi. ,disgust
Küçükken hiç oyuncağım olmamıştı.Hep bir oyuncak ayı sevdam vardı.Annem geçen sene doğum günümde kocaman bir ayı almıştı.Çok şaşırmıştım.Çünkü ailem doğum günümde bir hediye almazdı. ,surprise
Sınavdan 100 almak.Sevdiğim bir şehrin sokaklarında gezmek. ,joy
Köpek kovalaması. ,fear
"Sevdiğim birinden onu bir daha göremeyeceğimi bilerek ayrılmak, uzak kalmak. ",sadness
Ekşi bir şey yemek beni tiksindirir. ,disgust
üstün zeka sınavını kazandığımda çok mutlu hissetmiştim. ,joy
birinci sınıfta uzaylılarla ilgili bir belgesel izlemiştim. Uzaylılardan korkuyorum. ,fear
ördeğim kesilmişti. çok üzülmüştüm. ,sadness
uzak doğuluların böcek yemesi ,disgust
okul üçüncüsü olmayı beklerken ikinci olunca şaştım kaldım. ,surprise
bu okulu kazandığım için mutluyum. ,joy
köpek beni kovalamıştı. ,fear
kardeşim ben televizyon izlerken televizyonu kapatması beni delirtir. ,anger
annemin civcivini öldürdüğümde çok üzülmüştüm. ,sadness
uzak doğudaki insanların böcek yemesi ,disgust
"Yemek yerken , bana hediye alınınca ve sevdiğim müziği dinlerken. ",joy
Tek başıma köpek topluluğu ile karşılaşınca korkuyorum. Aniden önüme çıkınca korkuyorum. Doğal afetler ve vahşi hayvanlardan da korkuyorum. ,fear
Haksızlıklara çok öfkeleniyorum. Örneğin; bir erkeğin bir kadına el kaldırması. Empati kuramayan insanlara çok öfkeleniyorum. ,anger
"Üzüldüğüm şey eğer ben karşımdakine çok değer veriyor ve kırılmasın diye cümlelerimi, sözlerimi seçerek konuşup da karşımdaki bana aynı şekilde yaklaşmıyor ise çok üzülür ve kırılırım. ",sadness
Ekmeğin içi ıslanınca tiksiniyorum. Biri kirli olunca tiksiniyorum. ,disgust
yeni bir okulda kendime uygun bir arkadaş bulduğumda onunla sohbet etmek beni sevindirir. ,joy
pek sevmediğim biri beni yalancılıkla suçladığında öfkeden kendimi kaybettiğimi hatırlıyorum. ,anger
en iyi arkadaşım Ankara'ya taşındı. ,sadness
duvarda kocaman zehirli örümcek gördüğümde tiksindim. ,disgust
bir arkadaşımın renk körü olduğunu öğrendiğimde şaşırmıştım. ,surprise
sınavlarımda başarılı olmak ve iyi notlar almak beni mutlu etti. ,joy
sınava gireceğim zaman kötü not almaktan korkmuştum. ,fear
eşyalarımın benden izinsiz alınması ve kullanılması beni öfkelendirdi. ,anger
sınavda ilk tercihim olan liseye yerleşemediğim için üzülmüştüm. ,sadness
bir restoranda yemeğimin içinden kıl çıkınca tiksinmiştim. ,disgust
doğum günümde bana sürpriz yapılması beni şaşırtmıştı. ,surprise
"İstediğim bir şeyi başardığımda mutlu oluyorum. ""EXO'da cameback"" yaptığımda, daha çok rap yaptığımda, ""EXO'da"" başarı kazandığımda. ",joy
"Böcek, arı, peri ile ilgili şeylerden korkuyorum. Evimize kocaman bir böcek girdiğinde çok korkmuştum. Yüksekten de korkuyorum. ",fear
Kardeşimle kavga ederken veya kendimi ifade edemediğimde ağlıyor ve öfkeleniyorum. ,anger
Babaannemin vefatında çok üzülmüştüm. ,sadness
"Sevdiğim müzik grubu Türkiye'ye gelebileceklerini söylediklerinde şaşırıp, telaşlanmıştım. ",surprise
başka bir insanı mutlu edince mutlu olurum. ,joy
milli değerlere hakaret edildiğinde sinirlenirim. ,anger
mutluluğu hak eden biri üzülünce üzülürüm. ,sadness
yılışık bir insandan tiksinirim. ,disgust
beklemediğim olay gerçekleşirse şaşırırım. ,surprise
fen lisesini kazandığımda içim pır pır etti. ,joy
arabayla kaza yapacağımızı sandığım an. ,fear
arkadaşımın şakayı fazla uzatması beni sinirlendirir. ,anger
teog sınavında rasyonel sayısını irrasyonel olarak okuduğumu ve bu yüzden yanlış yaptığımı öğrendiğim an üzüntüden yıkıldım. ,sadness
misafirliğe gidince yemekte kıl çıkması ,disgust
Galatasaray Schalke maçında çok mutlu olmuştum. Hatta sevinçten duvarı yumrukladım. Hamit'in golü harikaydı. ,joy
Eve hırsız girmişti. Eve geldiğimde her yer dağınıktı. Biraz korkmuştum. ,fear
Çinlilerin böcek yediğini duyduğumda çok tiksindim. ,disgust
Bor madeninin 1 kilosunun 200 tl olduğunu duyduğumda ve bor ile gidebilecek bir aracın tam 19.000 km yol alabileceğini öğrendiğimde çok şaşırmıştım. ,surprise
Sevdiğim insanlarla birlikteyken mutlu oluyorum. ,joy
Annem ile tartışınca üzülüyorum. ,sadness
Böcek görünce tiksiniyorum. ,disgust
Doğum günü sürprizi beni şaşırtır. ,surprise
Okul sınavlarında başarılı olmak. ,joy
Şehit haberlerini almak. Mülteciler ( Suriyeliler ) ,sadness
Otobüste ter kokan biri. ,disgust
Tuttuğum takımın küçük bir takıma yenilmesi. (Fenerbahçe) ,sadness
babamın bana papağan aldığı zaman çok mutlu olmuştum. ,joy
fuarda binmiş olduğum hız treni beni çok yükseğe çıkarmıştı. Bu yüzden çok korkmuştum. ,fear
anneannemin vefat etmesi beni çok üzüyor. ,sadness
korku filminde izlediğim bir sahneden çok tiksinmiştim. ,disgust
tam yapmayı beklediğim bir sınavda iki yüz almıştım. O an bayılabilirdim. Şoke olmuştum. Ama puanlar yanlış sayılmış. Her zamanki gibi hak ettiğim puanı aldım. ,surprise
Sınavlardan çok düşük not aldığımda. ,sadness
"Çöp kutularının yanından geçerken, içinden gelen kötü kokudan. ",disgust
Okula başladığım zaman okulun 8 saat ve öğle arası olduğunu öğrendiğimde çok şaşırmıştım. ,surprise
başkalarıyla iyi anlaştığımda. ,joy
böcek gördüğüm zaman çok tırsarım ,fear
sevdiğimden ayrıldığım zaman ,sadness
böcek gördüğüm zaman ,fear
fen lisesini kazandığımda ,joy
sevdiğim insanlarla mutluyum. ,joy
Teog sınavında istediğim yer gelmeyecek diye korkuyordum ve gelmedi. ,fear
ders çalışırken rahatsız edilmek ,anger
karşı cinse fazla ilgili olanları görmek benim midemi bulandırır. ,disgust
"Ben her zaman mutluyumdur ama ilkokul öğretmenim tarafından o zamanlar ""bu kız doktor olacak eminim "" demesi beni çok mutlu etmişti ",joy
Yurt dışında iken geçirdiğim bir kaza sonucunda başıma bir beton parçası düşmüştü. İşte o zaman hastaneye götürülürken çok korkmuştum. ,fear
Sokakta giderken bir yaralı köpek görmüştüm fakat mahalle sakinlerinin umursamaz tavırla etrafta dolaşması beni öfkelendirmişti. Ayrıca oraya bir hayvan ambulansı çağırmıştım. ,anger
Dedemin yurt dışında olduğu zamanlarda yaşın verdiği zorlukla küçük bir inme geçirdiğini duyduğumda çok üzülmüştüm. ,sadness
"Yemeğin içinden kıl, tüy vb. şeyler çıktığında. ",disgust
şu an okuduğum fen lisesini kazanınca mutlu oldum. ,joy
küçük kardeşim kafasını masaya vurunca korkmuştum. ,fear
haksızlığa uğradığım zaman öfkelenirim. ,anger
annemi havaalanından geçirirken çok üzülmüştüm. ,sadness
bir başkasının kustuğunu görünce tiksinirim. ,disgust
bir olayın farklı şekilde olduğunu duyunca şaşırdım. ,surprise
Annem doğum günümde en sevdiğim bebeği aldığı zaman mutlu olmuştum. ,joy
Çok uykum olduğu bir zaman tam yüzümü yıkayacağım sırada lavaboda kocaman bir böcek gördüm ve o günden beri lavaboya giderken tedirgin oluyorum. ,fear
"8 yaşımdayken doğum günümde gündüz teyzem,annem ve ben sinemaya gidip yemek yiyerek eğlenmiştik. Akşam olunca annemle eve geldik ve babamın gelmesini bekledik. Babam geldiğinde çok mutlu oldum ama o doğum günümü teyzemle kutladığım için bana kızgındı ve doğum günümü kutlamadan uyudu. Bana hediye almadı ve pastamı annemle kesip yedim. Bu beni çok üzmüştü. ",sadness
Bir kafede yemek yerken dışarıdan geçen bir adam yanımda kustu ve ben o yemeği yiyemeden kalktım ve o yemeği her gördüğümde aklıma o olay geldi. ,disgust
Yaz tatiline girince mutlu oluyorum. ,joy
Aileme ve sevdiğim insanlara bir şey olmasından korkuyorum. ,fear
Beşiktaş maç kaybedince öfkeleniyorum. ,anger
Liseye geçince notlarımın birden bire dibe vurması. ,sadness
Televizyonda ya da herhangi bir yerde tarantulanın resmini görünce şekilden şekil'e giriyorum.Tek tiksindiğim şey o olabilir. ,disgust
Sınıfta hapşırdığım zaman hiç kimsenin çok yaşa veya sağlıklı yaşa diye bir şey söylememesi ve ayrıca ben hapşıran birine çok yaşa dediğimde cevap vermemesi beni çok şaşırtıyor. ,surprise
İstediğim okulu kazanmam beni mutlu etti. ,joy
Ders çalışırken bölündüğünde çok öfkelenirim. ,anger
Telefonumun kırılması. ,sadness
Nakil işlemim gerçekleşince mutlu oldum. ,joy
Arabayla giderken kırmızı ışıkta önümüzdeki arabanın aniden alev alması. ,fear
Bazı sınıf arkadaşımın dersi çok saçma bir konu yüzünden bölmesi. ,anger
Şu an bu anketi yaparken mutlu oldum. Çünkü ders kaynadı. :) ,joy
İnsanlar bana yalan söylerse ve bunu fark edersem çok öfkelenirim. ,anger
"Arkadaşım yanımda yere tükürünce, yaptığı hareketten de kendisinden de tiksindim. ",disgust
Sevdiğim çocuğun hep buluştuğumuz durakta (eskiden) beni beklemesi ve beni özlediğini dile getirmesi. ,joy
"Kavgalı olduğum, hiçbir şekilde görüşmediğim ve çok özlediğim eski sevgilimin bir gün mesaj atması beni mutlu eder fakat en yakın arkadaşım genelde bunu onaylamaz ve bu da beni birazcık üzer. ",sadness
Geceleri uyurken aklıma korkunç şeylerin gelmesi odama yansıyan ay ışığının yaptığı gölgeler sonucunda oluşan şekiller. Mesela Esra adındaki en yakın arkadaşımın bana söylediği korkunç şeyler. ,fear
Ailemdeki bir bireyin başına bir şey gelmesi veya tanıdığım insanın üzüldüğü veya kendisini mutsuz hissetmesini sağlayan bir olay yaşaması. Mesela en yakın arkadaşım Esra'nın üzülmesi beni çok üzer. ,sadness
En yakın arkadaşım Esra'nın özlediği kişiye saçma bir mesaj atması beni şaşırtmıştı. Mesajda herkesin içinde onu sevdiğini özlediğini söyleyeceğini yazmıştı. ,surprise
Şarkı söylerken mutlu olurum. ,joy
12 yaşımdayken yeni doğmuş kardeşimi kafa üstü düşürdüğümde çok korkmuştum. ,fear
Babam anneme her küfür ettiğinde öfkelenirim. ,anger
Annem kardeşimle beni bırakarak evi terk ettiğinde geçici olarak çok üzülmüştüm. ,sadness
İki saat önce hareket eden danayı ağzıma aldığımda tiksinmiştim. ,disgust
"""Dr. Who'da"" 12. doktorun kurtardığı küçük çocuğun aslında ""Dalek'lerin"" yaratıcısı ""Davros"" olduğunu öğrendiğimde çok şaşırmıştım. ",surprise
Bir gün dolmuşta bir siyahi kadın bir de bebeği vardı kucağında. Dolmuştaki herkes tuhaf tuhaf bakıyordu onlara. Sonra çocuğun biberonu yere düştü. Ben kalkıp yerden biberonu alıp çocuğa verdim. O anki çocuğun yüzündeki gülümseme her aklıma geldiğinde mutlu olurum. ,joy
Bir keresinde dershaneden çıkarken kısa yoldan gitmek için ara sokakları tercih ettim. Sonra birinin beni takip ettiğini fark ettim. O gün gerçekten çok korkmuştum. ,fear
Küçükken sınıfımızda bir kız vardı. Neleri kaybolsa suçu o kıza atıyorlardı. Bir gün birinin parası kayboldu. Yine suçu o kıza attılar. Kız ağladı. Ben o an çok öfkelendim. Kız sonra parasını tuvalette düşürdüğünü hatırladı. ,anger
Küçükken dışarıda bir çocuk küçük bir kedinin ayaklarından tutmuş döndürüyordu. Bunu görünce tüm gün ağlamıştım. ,sadness
Sevdiğim dizi erken final yaptığında çok şaşırmıştım. ,surprise
Kafam güzel olunca mutluydum. ,joy
Telefonum düşmüştü. Kırıldı diye çok korkmuştum. ,fear
Arkadaşlarımdan biri beni ekmişti o zaman öfkelendim. ,anger
Lisede naklimi aldığımda üzüldüm. ,sadness
Biri kusunca tiksinirim. ,disgust
"""Lol"" adlı oyunda ""AB Batu"" sunucusunda elmas 5 kümesine yükseldiğimde mutlu olmuştum. ",joy
Yolda yürürken serseriler benden para istediler ve kesici aletlerini bana doğrulttular.Gerçekten korkmuştum. ,fear
Arkadaşımın 17 tl olan kalemimi kırmasına öfkelendim. ,anger
"""Lol"" adlı oyunda seriden düştüğümde üzüldüm. ",sadness
Aylar boyu beklediğim erkek arkadaşımla buluşup sarıldığım zaman. ,joy
Geç saatte eve dönerken gölgeleri ve köpekleri gördüğümde. ,fear
Haksızlığa uğradığımda. ,anger
Yemekten kıl çıkınca. ,disgust
Fizikten düşük beklerken yüksek not almama. ,surprise
sinemada korku filmine gittiğimde donuma yapacaktım neredeyse ,fear
suçsuz olmama rağmen suçlandığımda ,anger
annemin iğne kullanmaya başladığını öğrendiğimde kahroldum ,sadness
genelde kötü koku aldığım her an tiksinirim ,disgust
radyoda sevdiğim müzikler çaldığında içim bir hoş olur ,joy
köpek üstüme doğru koştuğunda ödüm kopar ,fear
okulda bir konuyu anlayamadığımda hırsımdan deliye dönerim ,anger
yemek yerken ağzıma bilmediğim tatlar geldiğinde huylanırım ,disgust
marsta su olduğunu öğrendiğimde şaşa kaldım ,surprise
"internetten kitap okuyorum, her yeni bölüm eklendiğinde mutlu oluyorum ",joy
arkadaşlarımla Çin lokantasına gittiğimde ürünlerde domuz veya ürünleri olabilir diye korktum ,fear
"sabah okula dolmuşla gelecektim, dolmuşçu dolu diye beni almadı ",anger
arkadaşım başka okula gidince üzüldüm ,sadness
"Koreli biriyle tanıştım. kız 1 ayda Türkçe'yi çözmüş, ilginç ",surprise
sevdiğim sanatçının Türkiye'ye geldiği haberini alınca ,joy
korku filmi izlerken ,fear
pişmiş soğanın ağzıma gelmesi ,disgust
arkadaşlarımdan birine şaka yapmak hoşuma gider ,joy
kapalı yerde hapis kalmak ,fear
arkadaşım aynı şeyi 100 kere söylerse ,anger
arkadaşların beni kız için satması ,anger
"birinin ter kokması, yaşlı eli öpmek ",disgust
sınavdan iyi not alırsam hayret ederim ,surprise
hoşlandığım kızın fotolarına bakmak ,joy
"hoşlandığım kıza ""İnstagram"" da takip isteği yolladığımda kabul etmeme ihtimalini düşündüğümde korktum ",fear
hoşlandığım kızı erkekler kestiğinde çok öfkelendim ,anger
hoşlandığım kız beni reddederse üzülürüm ,sadness
"hoşlandığım kız ""İnstagram"" da fotoğraflarımı beğendiğinde çok şaşırdım ",surprise
fizik sınavından yüksek aldığım an havalara uçtum ,joy
yüksekten düşmek ,fear
arkadaşımın konuşmak istemediğim halde beni zorlayıp kolumu sıkması ,anger
bok kokusu ,disgust
aya adam çıktığını öğrendiğimde ,surprise
hoşlandığım kıza yavşarken acayip hoş oluyorum ,joy
ölümü öğrendiğim an ödüm patladı ,fear
arkadaşımın çantamı saklamasından nefret ediyorum ,anger
hoşlandığım kız beni reddedince kahroldum ,sadness
kokmuş ayaklar ,disgust
"türbanın serbest olduğu, kopyaya izin verildiği, sigara içenleri kimsenin takmadığı okulda olmak çok ilginç ",surprise
sevgilimin her seni seviyorum demesi ve arkadaşlarımın bana karşı sevgilerini göstermesi ,joy
beş dakika boyunca karanlıkta kalınca ödüm kopmuştu ,fear
bir arkadaşım benden uzaklaşırsa kahrolurum ,sadness
tuvalete girerken ayakkabı bağcıklarımın yere değmesi ,disgust
bir ödeve ya da herhangi bir şeye emek harcayıp da karşılığını aldığım zaman ,joy
asansörde kalma korkusu yaşıyorum ,fear
istemediğim bir şeyin bana zorla yaptırılması ,anger
emek harcayıp da karşılığını alamadığım zaman üzülürüm ,sadness
bir matematik sınavında alınan en yüksek notun benimki olduğunu öğrendiğimde mutluluktan gözlerim doldu ,joy
çocukken annemin ölmesinden çok korkardım ,fear
toplu taşıma araçlarında bir engelli veya kalıtsal hastalığa yakalanmış birini gördüğümde içim acır ,sadness
bebeğimin anne demesi ,joy
gizli bir iş yaparken aileme yakalanmaktan ödüm kopar ,fear
bilgisayarımı alırken kazıklandığımı öğrenince küplere bindim ,anger
çiçeğim kuruduğunda canım yandı ,sadness
şehirler arası otobüslerde kusan insanlar ,disgust
"kuşların dişleri varmış, hayret ",surprise
bilgisayarıma format atıp hızlandığını görünce mutlu oldum ,joy
telefon sapıklığı yaparken numaramın gizli olduğunu sanıp yanıldığım an ödüm koptu ,fear
yanımda sigara içilmesi ,disgust
balinanın memeli olduğunu öğrenmem ,surprise
arkadaşıma laf atmaktan inanılmaz haz alıyorum ,joy
gizli kapaklı işler yaparken yakalanmak ,fear
batak oyununda ihale alıp batırınca üzüldüm ,sadness
bir arkadaşımın yemek yediğini görmekten tisiniyorum ,disgust
küçükken eve giren hırsızı görünce ödüm patlamıştı ,fear
bana yapılan herhangi bir saygısızlık sinirlerimi bozar ,anger
oral yollu gaz çıkışından tiksinirim ,disgust
hiçbir hocamın normal olmadığını algıladığımda çok şaşırdım ,surprise
kabızlıktan kurtulduğumda acayip rahatlamıştım ,joy
karanlıktan ürkerim ,fear
hakkımı yedikleri zaman sinir harbi yaşarım ,anger
katliamda ölenleri görünce kahroldum ,sadness
sümükten tiksinirim ,disgust
tüm ailem ve tanıdıklarımla bir arada olup eğlendiğim zaman çok mutlu olurum. ,joy
hep yanımda olan bir insan hastalandığında çok korkmuştum. ,fear
yapabileceğim bir şey olduğu halde yapamayacağım söylendiğinde çok öfkelenmiştim. ,anger
herkesle laubali olan ve patavatsız insanların bulunduğu ortamlardan tiksinirim. ,disgust
İstediğim liseyi kazandığımda mutlu olmuştum. ,joy
Okula giderken kaybolduğum gün korkmuştum. ,fear
Sevdiğim dizide favori karakter öldüğünde öfkelenmiştir. ,anger
Dedem öldüğünde üzülmüştüm. ,sadness
Fare ölüsü görmüştüm. ,disgust
İlkokul öğretmenim okuldan ayrılınca çok şaşırmıştım. ,surprise
Belgesel izlerken belgesel çeken adamın kurbağayı canlı canlı kafasını yedikten sonra bağırsaklarını çıkartıp yediğini gördüğümde tiksindim. ,disgust
"8. sınıfta tam notlarım yüksekken, müzik öğretmenimin düşük vermesine şaşırdım. ",surprise
Fatma Saygın lisesini kazandığım zaman. ,joy
Yüksekten korkarım. ,fear
Bir şekilde insanları üzdüğüm zaman. ,sadness
Kendimi özgür hissettiğim anlar. Karşı taraf ile güzel iletişim halinde olmak ve insanların birbirlerine değer verdiğini görmek. ,joy
Karanlık ve önüme aniden çıkan herhangi bir şey. ,fear
Savaşların yaşanması. ,sadness
Sınavdan sonra 100 alınca. ,joy
Evde tek başıma olduğumda. ,fear
Arkadaşlarım izinsiz eşyalarımı karıştırdığında. ,anger
Arkadaşımın başına bir hastalık gelirse üzülürüm. ,sadness
Düşük beklediğim sınavdan yüksek alınca. ,joy
Arkadaşlarım beni takmadığı zaman ya da umursamadığı zaman. ,anger
Verdiğim değer kadar değer görmemek. ,sadness
6 yaşındaki arkadaşımla 7 yıl sonra tekrardan aynı apartmanda oturduğumuzu öğrendiğimde. ,surprise
İlk defa ablamla sinemaya gitmek çok mutlu etmişti. ,joy
Korku filmlerinden. ,fear
Arkamdan saçma sapan konuşulması. ,anger
Hayvanları ellemek. ,disgust
İstediğim okulu kazandığımda. ,joy
Gece korku hikayeleri anlatılması. ,fear
Fatma Saygını Lisesini kazanmak. ,joy
Kısa bir süre için kaybolmak. ,fear
Sınavdan düşün not almak. ,sadness
Serviste birinin kusması. ,disgust
Birinin bana yalan söylediğini anladığımda çok öfkelenirim. ,anger
Yakın bir arkadaşım öldüğünde çok üzülmüştüm. ,sadness
Liseyi tutturduğum zaman çok mutlu olmuştum. ,joy
Bir kere köpek kovalamıştı. ,fear
Arkadaşlarım eşyalarımı karıştırdığında sinir olurum. ,anger
Tebeşir sesinden. ,disgust
Başarılı olmak ve sevdiğim insanlar ile olmak. ,joy
"Rahatsız edici, dikkat dağıtıcı davranışların bana yapılması. Haksızlık yapılması. Kaba davranışlar. ",anger
Ayrımcılık. ,anger
İnsanların beklemediğim davranışlar sergilemesi. ,surprise
Teog sınavından beklediğim notu almam. ,joy
Bisiklet sürerken köpekler beni kovalamıştı. ,fear
Arkadaşlarımla konuşurken benimle dalga geçildiği zamanlar. ,anger
Hastanelerin kokusu. ,disgust
Sınavdan yüksek not almak. ,joy
Nereye gideceğimi bilememek. ,fear
Sınavdan düşük not alınca. ,sadness
Yumurtanın beyazını görmek. ,disgust
Sınavdan beklediğim notu alamayınca. ,sadness
Fatma Saydın Lisesini kazanmak. ,joy
Karşımda trafik kazası yaşanmıştı. ,fear
Arkadaşımın peçeteyi ağzında çiğneyip çöpe atması. ,disgust
Yaz tatili başladığında 10 aydır görmediğim arkadaşımı görünce mutlu oluyorum. ,joy
Arkadaşımla yürürken köpek kovalamıştı. ,fear
Kardeşimle her kavga edişimde. ,anger
Annem açık kalp ameliyatı olduğunda üzülmüştüm. ,sadness
Lise naklim tutmadığında çok şaşırmıştım. ,surprise
Almanya'ya gidip uzun zaman sonra teyzem ve kuzenimi görünce çok mutlu olmuştum. ,joy
Ninemlerde kalınca gece hırsızla karşılaşınca korkmuştum. ,fear
Ortaokulda hakkım yendiğinde çok öfkelenmiştim. ,anger
Dedem vefat ettiğinde çok üzülmüştüm. ,sadness
Sokakta ezilmiş fare ölüsü gördüğümde. ,disgust
Teyzem sürpriz yapıp Yunanistan'dan gelince çok şaşırmıştım. ,surprise
Teog puanımı duyunca çok sevindim ve çok mutlu oldum. ,joy
Arabayla kaza yapınca çok korkmuştum. ,fear
Bana çok yakın olmayan kişilerin bana çok yakınmış gibi espriler yapması. ,anger
Dersten başarısız olmam. ,sadness
Yediğim bir yemeğin temiz olmaması. ,disgust
Türkçe'den ve ingilizce'den beklemediğim soruları yanlış yapınca çok şaşırmıştım. ,surprise
Sevdiklerim ile beraber olunca. ,joy
Günah işlediğim zaman Allah'ın gazabından korkarım. ,fear
Maç yaparken bana pas atılmaması. ,anger
Sevdiğim bir insanın beni terk etmesi. ,sadness
kardeşimin doğduğu gün ,joy
korku filmi izledikten sonra yatarken ,fear
dedem öldüğünde ,sadness
biri kusunca ,disgust
tatile gittiğimde mutlu hissetmiştim. ,joy
birisi bana itiraf attığında öfkelenmiştim. ,anger
yurtta kalmaya başlayıp annemden ayrıldığımda üzülmüştüm. ,sadness
hayvan bağırsağından tiksinirim. ,disgust
yaz tatili başladı. ,joy
küçükken beni köpek kovalamıştı. ,fear
Müzik dinlerken veya sevdiğim bir işi yaparken .Yaptığım iş takdir edildiğinde ve hiç beklemediğim sınavdan yüksek not alınca. ,joy
"İnsan içinde rezil olmak, örümceklerle ve kuduz köpekle karşılaşmak ve başarısızlık. ",fear
Yapılan her hakaret. Saçma el kol hareketleri ve beyin ağrıtacak gürültü. ,anger
"Herhangi bir başarısızlık , sevdiğim insanların başına bir şey gelmesi. ",sadness
Bir insanın kendisini çok büyük görerek diğer insanları küçük görmesi. ,anger
Yeni okulumda bana benzeyen biri ile tanışınca çok mutlu olmuştum. ,joy
Daha yeni girdiğim bir ortamda konuşmaktan korkarım. ,fear
Kantinde sıram alındığında öfkeleniyorum. ,anger
İstediğim lise olmayınca üzüldüm. ,sadness
Çevremdeki herhangi birinin küfür ettiğini duyunca tiksiniyorum. ,disgust
Minibüslerin bu kadar kalabalık olduğunu gördüğümde şaşırmıştım. ,surprise
Dişçiden. ,fear
Fiziksel özelliklerimle dalga geçildiğinde. ,anger
Biri burnunu karıştırdığında. ,disgust
Lisede 1.50 cm. boyunda birini görünce şaşırmıştım. ,surprise
Kuzenimin beni korkuttuğu zamanlar. ,fear
Arkadaşımın telefonumu karıştırması. ,anger
Sınavın kötü geçmesi. ,sadness
Birinin kusmasından. ,disgust
Babamın bana telefon hediye etmesi. Okulun ilk günü arkadaşlarımı görmek. ,joy
Yapılan haksızlıklar. ,anger
Arkadaşım tayin nedeniyle Antalya'ya gitmişti. ,sadness
Ortaokulda sınıf arkadaşım rahatsızlandığında istifra etmişti ve o zaman tiksindim. ,disgust
Yüksek beklediğim sınavdan düşük almam. ,sadness
Birisinin benim hakkımda ileri geri konuşması. ,anger
Değer verdiğim birine kötü bir şey olması. ,sadness
Otobüste bulunan bir çocuk kustuğunda tiksinmiştim. ,disgust
Ortaokulda köpek kovalamıştı. ,fear
Kardeşim ödevimin üzerine resim çizmişti. ,anger
2009 da babaannem öldüğünde. ,sadness
İstediğim liseyi kazandığımda. ,joy
Dershane sınavından düşük not almıştım. ,sadness
